2016-1; § 13 ophæves.
2016-132; I § 30, stk. 1, nr. 4, ændres »det af Forsyningssekretariatet fastsatte prisloft« til: »den af Forsyningssekretariatet fastsatte indtægtsramme, jf. § 6, eller regnskabsmæssige kontrolramme, jf. § 6 a«.
2016-132; I § 30, stk. 1, nr. 8, ændres »§ 19, stk. 5 eller stk. 6, 1. pkt.,« til: »§ 19, stk. 4 eller stk. 5, 1. pkt.,«.
2016-132; I § 30, stk. 1, nr. 9, ændres »§ 19, stk. 6, 2. pkt.« til: »§ 19, stk. 5, 2. pkt.«
2016-132; § 33 ophæves.
2016-132; § 36 ophæves.
2016-132; § 37 ophæves.
2016-132; I § 1 a, 1. pkt., indsættes efter »tilskyndelsesvirkning«: »samt gennemsigtighed for vandforbrugerne«.
2016-132; § 3, stk. 3, affattes således:
2016-132; I § 6 ændres »§ 14 a« til: »§ 14«.
2016-132; § 13 a, stk. 1, affattes således:
2016-132; § 13 b, stk. 1, affattes således:
2016-132; § 13 b, stk. 6, ophæves.
2016-132; I § 13 d, stk. 1, 1. pkt., ændres »ejeren af et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 13 d, stk. 1, 2. pkt., ændres »ejeren af et alment vandforsyningsanlæg« til: »den almene vandforsyning«.
2016-132; I § 13 d, stk. 1, 1. og 2. pkt., § 29, stk. 2, og § 46, stk. 2, ændres »vandforsyningsanlægget« til: »den almene vandforsyning«.
2016-132; I § 13 d, stk. 1, 2. pkt., tre steder i § 29, stk. 2, og i § 50, stk. 1, 2. pkt., og § 51, stk. 1, 1. pkt., ændres »anlægget« til: »den almene vandforsyning«.
2016-132; I § 13 d, stk. 2, 1. pkt., og § 59 a, 1. pkt., ændres »Ejeren af et alment vandforsyningsanlæg« til: »En almen vandforsyning«.
2016-132; To steder i § 14, stk. 1, 1. pkt., ændres »anlæg« til: »almene vandforsyninger«.
2016-132; I § 14 a, stk. 2, § 45, stk. 1, 1. pkt., § 52, stk. 1, og § 52 b, stk. 1, ændres »Almene vandforsyningsanlæg« til: »Almene vandforsyninger«.
2016-132; Efter § 14 a indsættes:
2016-132; I § 18, stk. 2, ændres »et alment vandforsyningsanlægs« til: »en almen vandforsynings«.
2016-132; I § 29, stk. 1, ændres »ved udførelse af et alment vandforsyningsanlæg« til: »ved oprettelse af en almen vandforsyning og etablering af de enkelte vandforsyningsanlæg«.
2016-132; I § 29, stk. 2, ændres »kommunalt anlæg« til: »kommunalt ejet almen vandforsyning«.
2016-132; I § 29, stk. 3, 1. pkt., ændres »et bestående alment vandforsyningsanlæg« til: »en bestående almen vandforsyning«, og to steder i 2. pkt. ændres »vandforsyningsanlægget« til: »vandforsyningen«.
2016-132; I § 30, stk. 1, 1. og 3. pkt., ændres »det fælles anlæg« til: »den almene vandforsyning«.
2016-132; § 32, stk. 1, affattes således:
2016-132; I § 32, stk. 2, 2. pkt., ændres »anlæggets ejer« til: »vandforsyningen«.
2016-132; I § 32, stk. 2, 1. og 2. pkt., § 37, stk. 1, § 47, stk. 2, 1. pkt., overskriften til kapitel 9, § 49, § 51, stk. 1, 1. pkt., og stk. 2, og § 52 a, stk. 1, 1. pkt., og stk. 2, ændres »et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 33, stk. 2, 2. pkt., ændres »et andet alment vandforsyningsanlæg« til: »en anden almen vandforsyning«.
2016-132; I § 38, 1. pkt., ændres »et ikkealment vandforsyningsanlæg« til: »en ikkealmen vandforsyning«.
2016-132; I § 39, stk. 2, ændres »private almene vandforsyningsanlæg« til: »almene vandforsyninger«.
2016-132; I § 41 ændres »anlæg« til: »vandforsyning«.
2016-132; I § 45, stk. 1, 1. pkt., ændres »anlæggets« til: »anlæggenes«, og i 2. pkt. ændres »andre vandforsyningsanlæg« til: »ikkealmene vandforsyninger«.
2016-132; I § 45, stk. 2, 1. pkt., indsættes efter »forsyningspligten«: », jf. stk. 1,«.
2016-132; I § 45, stk. 3, § 47, stk. 1, § 52, stk. 2, § 52 a, stk. 3, § 53 a, stk. 1 og 2, § 55, stk. 3, og § 59 a, 4. pkt., ændres »almene vandforsyningsanlæg« til: »almene vandforsyninger«.
2016-132; I § 45 indsættes som stk. 4:
2016-132; I § 46, stk. 1 og 2, § 46 a, stk. 1 og 2, og § 55, stk. 7, 1. pkt., ændres »et vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 46, stk. 2, ændres »det leverende vandforsyningsanlæg« til: »den leverende almene vandforsyning«.
2016-132; I § 46, stk. 3, ændres »et alment vandforsyningsanlæg til et andet alment vandforsyningsanlæg« til: »en almen vandforsyning til en anden almen vandforsyning«.
2016-132; I § 46 a, stk. 1, ændres »et andet vandforsyningsanlæg« til: »en anden almen vandforsyning«, og »vandforsyningsanlæg« til: »almene vandforsyning«.
2016-132; I § 46 a, stk. 2, ændres et »andet vandforsyningsanlæg« til: »en anden almen vandforsyning«.
2016-132; I § 47, stk. 2, 1. pkt., ændres »et lokalt alment vandforsyningsanlæg« til: »en lokal almen vandforsyning«.
2016-132; I § 48, stk. 1, ændres »kan miljø- og fødevareministeren efter forhandling med de berørte kommuner og vandforsyningsanlæg påbyde kommunalt samarbejde om vandforsyningen og påbyde samarbejde mellem almene vandforsyningsanlæg« til: »kan kommunalbestyrelsen efter forhandling med de berørte almene vandforsyninger påbyde samarbejde mellem almene vandforsyninger i kommunen«.
2016-132; I § 48, stk. 2, ændres »miljø- og fødevareministeren« til: »kommunalbestyrelsen«.
2016-132; I § 48 indsættes som stk. 3 og 4:
2016-132; I § 51, stk. 1, 2. pkt., og § 65, stk. 1, 1. pkt., ændres »anlæggets« til: »vandforsyningens«.
2016-132; I § 52 a, stk. 1, 1. pkt., ændres »det prisloft, som måtte være fastsat for forsyningen i medfør af § 6« til: »den indtægtsramme eller den regnskabsmæssige kontrolramme, som måtte være fastsat for forsyningen i medfør af § 6 eller § 6 a«.
2016-132; I § 52 a, stk. 1, nr. 4, ændres »det forsyningssekretariat, der er oprettet i medfør af« til: »Forsyningssekretariatet, jf.«
2016-132; I § 52 a, stk. 1, nr. 12, udgår »og«.
2016-132; I § 52 a, stk. 1, nr. 13, indsættes efter »forhold«: », og udgifter til opgaver, der falder ind under en fond omfattet af lov om fonde og visse foreninger samt regler udstedt i medfør heraf, som har til formål, at vandteknologi fremmes, udvikles og demonstreres, og«.
2016-132; I § 52 a, stk. 1, indsættes som nr. 14:
2016-132; I § 52 a, stk. 2, 2. pkt., ændres »det pågældende anlæg« til: »den pågældende almene vandforsyning«.
2016-132; I § 52 b, stk. 2, ændres »ejeren af hvert enkelt vandforsyningsanlæg« til: »hver enkelt almen vandforsyning«.
2016-132; § 53, stk. 1, ophæves, og i stedet indsættes:
2016-132; I § 53, stk. 2, der bliver stk. 3, ændres »almene vandforsyningsanlæg« til: »almene vandforsyninger«.
2016-132; § 53, stk. 3, der bliver stk. 4, affattes således:
2016-132; § 53, stk. 6, der bliver stk. 7, affattes således:
2016-132; I § 53 a, stk. 3, og § 87, stk. 2, ændres »vandforsyningsanlæggets« til: »den almene vandforsynings«.
2016-132; I § 55, stk. 1, 1. pkt., ændres »For ethvert alment vandforsyningsanlæg skal der udfærdiges« til: »Almene vandforsyninger skal udarbejde«.
2016-132; § 55, stk. 2, affattes således:
2016-132; I § 60, stk. 3, 1. pkt., ændres »ejeren af vandforsyningsanlægget« til: »vandforsyningen«.
2016-132; I § 62, stk. 2, 1. pkt., ændres »i et alment vandforsyningsanlæg« til: »fra en almen vandforsyning«, og i 2. pkt. ændres »ikkealmene vandforsyningsanlæg« til: »ikkealmene vandforsyninger«.
2016-132; I § 65, stk. 5, 1. pkt., ændres »et vandforsyningsanlæg« til: »vandforsyninger«, og »anlæggets« ændres til: »vandforsyningens«.
2016-132; I § 66, stk. 1, ændres »ejer af et alment vandforsyningsanlæg« til: »almene vandforsyning«.
2016-132; I § 66, stk. 2, ændres »ejeren« til: »den almene vandforsyning«, og »ham« ændres til: »den almene vandforsyning«.
2016-132; I § 69, stk. 1 og 3, ændres »Danmarks og Grønlands Geologiske Undersøgelse« til: »De Nationale Geologiske Undersøgelser for Danmark og Grønland«.
2016-132; I § 69 a ændres »ejeren af et vandforsyningsanlæg« til: »vandforsyningerne«.
2016-132; I § 71 ændres »vandforsyningsanlæg« til: »vandforsyninger«.
2016-132; I § 84, stk. 2, udgår »og i regulativer for kommunale vandforsyningsanlæg, jf. § 55, stk. 2,«.
2016-132; I § 1, stk. 1, 1. pkt., indsættes efter »tilskyndelsesvirkning«: »samt gennemsigtighed for ejere af de tilsluttede ejendomme«.
2016-132; § 1, stk. 4, 2. pkt., ophæves, og i stedet indsættes:
2016-132; § 3, stk. 1 og 2, affattes således:
2016-132; I § 3 indsættes som stk. 8:
2016-132; I § 21 b, stk. 1, ændres »vandforsyningsanlæg« til: »vandforsyninger«.
2016-132; I § 23, stk. 1, ændres »et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; § 32, stk. 1, affattes således:
2016-132; I § 32, stk. 4, 1. pkt., indsættes efter »herunder om«: »planens indhold,«.
2016-132; Efter § 32 a indsættes i kapitel 4:
2016-132; I § 64 a, 1. pkt., ændres »det eller de vandforsyningsanlæg« til: »den eller de vandforsyninger«.
2016-132; I § 64 c, stk. 1, 1. pkt., ændres »Almene vandforsyningsanlæg« til: »Almene vandforsyninger«, og i 3. pkt. ændres »et alment vandforsyningsanlæg« til: »en almen vandforsyning«, og »vandforsyningsanlæggets« ændres til: »vandforsyningens«.
2016-132; I § 64 c, stk. 3, 1. pkt., ændres »det almene vandforsyningsanlæg« til: »den almene vandforsyning«.
2016-132; Lovens titel affattes således:
2016-132; § 1 affattes således:
2016-132; I § 2 indsættes som stk. 5:
2016-132; I § 4, stk. 1, 1. pkt., ændres »1. februar« til: »1. september«.
2016-132; I § 4, stk. 2, 2. pkt., ændres »indberetningsåret« til: »det år, hvor der sker meddelelse i henhold til § 6«, og i 3. pkt. udgår »i indberetningsåret«.
2016-132; I § 6, 1. pkt., ændres »senest den 1. maj hvert år« til: »hvert år senest den 1. marts i året efter indberetningsfristen, jf. § 4, stk. 1,«, i 3. pkt. ændres »den 1. november i indberetningsåret til den 1. juli i året efter indberetningsåret« til: »den 1. november i meddelelsesåret til den 1. juli året efter«, og i 4. pkt. ændres »indberetningsåret« til: »meddelelsesåret«.
2016-132; I § 7, 1. og 3. pkt., ændres »anden virksomhed« til: »tilknyttet virksomhed«.
2016-132; I § 11, stk. 1, udgår », jf. dog stk. 2«.
2016-132; § 11, stk. 2, ophæves.
2016-132; §§ 13 og 14 ophæves.
2016-132; Overalt i loven ændres »lov om kommuners afståelse af vandforsyninger og spildevandsforsyninger« til: »lov om kommuners afståelse af vandselskaber«.
2016-132; Overalt i loven ændres »lov om kommuners afståelse af vandforsyninger og spildevandsforsyninger« til: »lov om kommuners afståelse af vandselskaber«.
2016-132; I § 35, stk. 11, nr. 1, ændres »lov om kommuners afståelse af vandforsyninger og spildevandsforsyninger« til: »lov om kommuners afståelse af vandselskaber«.
2016-132; I § 15, stk. 1, 4. pkt., ændres »lov om kommuners afståelse af vandforsyninger og spildevandsforsyninger« til: »lov om kommuners afståelse af vandselskaber«.
2016-132; I § 6, stk. 1, nr. 9, ændres »ejeren af et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 10, stk. 4, 1. pkt., ændres »et vandforsyningsselskab« til: »en almen vandforsyning«.
2016-132; I § 23, stk. 1 og stk. 2, 1. pkt., ændres »Ejeren af et alment vandforsyningsanlæg« til: »En almen vandforsyning«.
2016-132; I § 23, stk. 3, ændres »ejeren af vandforsyningsanlægget« til: »den almene vandforsyning«.
2016-132; I § 29, stk. 2, nr. 2, ændres »ejeren af et vandforsyningsselskab« til: »en almen vandforsyning«.
2016-132; I § 6, stk. 3, ændres »almene vandforsyningsanlæg« til: »almene vandforsyninger«.
2016-132; I § 22, stk. 4, 1. pkt., indsættes efter »for en«: »almen«.
2016-132; I § 19, stk. 1, nr. 3, ændres »ejeren af et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 2, stk. 2, ændres »et alment vandforsyningsanlæg« til: »en almen vandforsyning«.
2016-132; I § 4, stk. 1, ændres »Almene vandforsyningsanlæg« til: »Almene vandforsyninger«.
2016-132; I § 4, stk. 2, ændres »almene vandforsyningsanlæg« til: »almene vandforsyninger«.
2016-132; I § 7, stk. 10, ændres »Almene vandforsyningsanlæg« til: »Almene vandforsyninger«.
2016-132; I § 8, stk. 1, nr. 1, ændres »ikkealmene vandforsyningsanlæg« til: »vandforsyningsanlæg, der ikke er til almen vandforsyning«.
2016-132; I § 8, stk. 1, nr. 2, ændres »almene vandforsyningsanlæg« til: »vandforsyningsanlæg til almen vandforsyning«.
2016-132; I § 5 C, stk. 1, nr. 4, ændres »i almene vandforsyningsanlæg« til: »til almene vandforsyninger«.
2016-133; I § 13, stk. 2, 2. pkt., indsættes efter »ægtepar«: »eller et samlevende par«, og efter »ægtefælle« indsættes: »eller samlever«.
2016-133; I § 14, stk. 2, ændres »§ 15« til: »§§ 15 og 15 a«.
2016-133; § 15 ophæves, og i stedet indsættes:
2016-133; § 16, 2. pkt . , ophæves.
2016-133; I § 31, stk. 1, ændres »Anmodning om afgørelse om forældremyndighed efter §§ 11, 14 eller 15,« til: »Anmodning om afgørelse om forældremyndighed efter §§ 11, 14, 15 og 15 a,«.
2016-133; I § 36, stk. 1, ændres »godkendes eller der træffes afgørelse herom efter § 15, stk. 2,« til: »godkendes eller der træffes afgørelse om forældremyndighed efter § 15, stk. 3, eller § 15 a, stk. 2,«.
2016-133; I § 37 ophæves 1. pkt., og i 2. pkt. ændres »afgørelsen« til: »en afgørelse efter § 15 eller § 15 a«.
2016-133; I § 46, stk. 2, ændres »§§ 11, 14, 15 og 17« til »§§ 11, 14, 15, 15 a og 17«.
2016-133; I § 57 indsættes som stk. 2:
2016-134; § 8 V, stk. 1, affattes således:
2016-134; § 8 V, stk. 2, nr. 5, affattes således:
2016-134; I § 8 V, stk. 4, 3. pkt., ændres »den 1. marts 2016« til: »den 1. marts 2018«.
2016-134; I § 8 V, stk. 4, indsættes som 4. pkt.:
2016-134; § 8 V, stk. 5, affattes således:
2016-134; § 8 V, stk. 6, 1. pkt., affattes således:
2016-134; Som bilag 1 indsættes bilag 1 til denne lov.
2016-1356; I § 17, stk. 1, ændres »kosmetiske indgreb« til: »kosmetisk behandling«.
2016-1356; I § 17, stk. 5, ændres »§ 5 a, stk. 3, i lov om sundhedsvæsenets centralstyrelse m.v.« til: »§ 7, stk. 2, i lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed«.
2016-1356; I § 63, stk. 3, ændres »der er indsendt til pågældende klage- og tilsynsinstans« til: »hvori der er truffet afgørelse«.
2016-1356; I § 22, stk. 1, nr. 5, og § 32, stk. 1, ændres »§ 5 i lov om sundhedsvæsenets centralstyrelse« til: »§ 6 i lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed«.
2016-1413; I § 13, stk. 3, nr. 2, udgår »eller integrationsloven«.
2016-1413; I § 13, stk. 3, nr. 4, udgår »eller et tilbud m.v. i medfør af integrationsprogrammet efter integrationsloven«.
2016-1413; I § 13, stk. 3, nr. 5, indsættes efter »foranstaltninger som led i sygeopfølgning,«: »eller«.
2016-1413; I § 13, stk. 3, nr. 6, ændres »sygeopfølgning eller« til: »sygeopfølgning.«
2016-1413; § 13, stk. 3, nr. 7, ophæves.
2016-1413; I § 13, stk. 5, 2. pkt., udgår », medmindre personen er omfattet af et integrationsprogram efter integrationsloven«.
2016-1413; I § 13, stk. 7, nr. 6, indsættes efter »handicappet barn«: », handicappet voksen«.
2016-1413; § 13 f, stk. 4, 2. pkt., affattes således:
2016-1413; § 13 f, stk. 7, 2. pkt., ophæves.
2016-1413; I § 13 f, stk. 7, indsættes efter 3. pkt., der bliver 2. pkt.:
2016-1413; I § 13 f, stk. 12, nr. 3, indsættes efter »handicappet barn«: », handicappet voksen«.
2016-1413; I § 25 b, stk. 3, indsættes efter »§§ 22-24,«: »jf. dog stk. 10,«.
2016-1413; I § 25 b, stk. 4, indsættes efter »§ 13 f, stk. 3 og 4,«: »jf. dog stk. 10,«.
2016-1413; I § 25 b, stk. 6, indsættes som 2. pkt.:
2016-1413; I § 25 b, stk. 8, udgår »ugifte«, og efter »personer« indsættes: »i relation til de øvre grænser for den samlede hjælp«.
2016-1413; I § 25 b, stk. 9, indsættes som 3. pkt.:
2016-1413; I § 25 b indsættes som stk. 10:
2016-1413; To steder i § 26, stk. 8, indsættes efter »§ 22, stk. 4-8,«: »og tilsvarende beløb til en ægtefælle, jf. stk. 2,«.
2016-1413; I § 33, stk. 1, nr. 1, ændres »lov om social pension« til: »lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v.«
2016-1413; I § 33, stk. 1, nr. 5, ændres »§ 38 i lov om social service« til: »§ 86 i dagtilbudsloven«.
2016-1413; I § 34, stk. 3, nr. 1, indsættes efter »§ 13 f, stk. 1-4«: », jf. dog stk. 4«.
2016-1413; I § 34, stk. 4, indsættes efter »§ 13 f, stk. 6 og 7,«: »herunder gifte, der endnu ikke har modtaget hjælp som par i sammenlagt 1 år inden for 3 år,«.
2016-1413; I § 85 a, stk. 1, ændres »stk. 2-9« til: »stk. 2-8«.
2016-1413; I § 89, stk. 3, 2. pkt., ændres »under forudsætning af« til: »med forbehold for«.
2016-1413; I § 91 indsættes som stk. 2:
2016-1413; I § 95, stk. 1, 1. pkt., indsættes efter »kommunen«: »eller af Udbetaling Danmark«.
2016-1413; I § 106, 2. pkt., ændres »refunderer 50 pct. af en kommunes udgifter« til: »og kommunen afholder hver 50 pct. af udgifterne«.
2016-1413; I § 110 a, stk. 2, ændres »indhenter« til: »indhentet«.
2016-1413; § 39, stk. 3, 2. pkt., ophæves.
2016-1413; I § 39 indsættes som stk. 4:
2016-1505; Efter § 3 indsættes:
2016-1505; Efter § 5 indsættes:
2016-1505; I § 6, stk. 1, 1. pkt., indsættes efter »Erstatningskrav«: »i henhold til § 5«.
2016-1505; Efter § 6 indsættes i kapitel 3:
2016-1541; § 13, stk. 2, nr. 2 og 3, affattes således:
2016-1541; Kapitel 9 a og 9 b ophæves.
2016-1543; I § 75, stk. 5, 1. og 3. pkt., ændres »Styrelseschefen« til: »Direktøren«.
2016-1543; I § 75, stk. 6, 1. pkt., ændres »styrelseschefens« til: »direktørens«.
2016-1543; I § 75, stk. 6, 2. og 3. pkt., og i § 168, stk. 3, 2. pkt., ændres »styrelseschefen« til: »direktøren«.
2016-1543; I § 129 indsættes efter stk. 2 som nyt stykke:
2016-1543; I § 129, stk. 5, 2. pkt., der bliver stk. 6, 2. pkt., indsættes efter »den værge, statsforvaltningen har beskikket, jf. § 131,«: »eller af den fremtidsfuldmægtige, jf. stk. 3,«.
2016-1543; I § 131, stk. 2, nr. 5, indsættes efter »flytningen«: », herunder hvorvidt de klageberettigede efter § 134, stk. 3, kan tiltræde kommunalbestyrelsens indstilling«.
2016-1543; I § 174 indsættes efter stk. 4 som nyt stykke:
2016-1543; I § 181, stk. 3, nr. 1, ændres »12 måneder« til: »24 måneder«.
2016-1543; I § 196, stk. 2, 1. pkt., ændres »hjemmestyre« til: »Naalakkersuisut«, og efter »betaling og refusion« indsættes: », handleplaner, handle- og betalingskompetence, lovvalg«.
